cefr	lemma	example_de
B1	erkältet	Ich bin stark erkältet.
B1	erleben	In unserem Urlaub haben wir viel Schönes erlebt.
B1	erledigen	Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?
B1	erleichtern	1. Ich bin erleichtert, dass alles so gut geklappt hat. 2. Das Internet erleichtert mir die Arbeit sehr.
B1	ernst	Der starke Verkehr ist ein ernstes Problem.
B1	ernsthaft	Ich überlege ernsthaft, ob ich in eine andere Stadt ziehen soll. Die Ernte ist dieses Jahr gut.
B1	ernähren	1. Wie ernähre ich mich richtig? 2. Meine Eltern müssen beide arbeiten, um die Familie zu ernähren.
B1	erschrecken	1. Du hast richtig krank ausgesehen. Ich war ganz erschrocken. 2. Hast du mich aber erschreckt! 3. Entschuldigung. Ich wollte Sie nicht er- schrecken.
B1	erschöpft	Nach dem Sport bin ich immer sehr er- schöpft.
B1	ersetzen	1. Wir ersetzen Ihnen die Kosten. 2. Peter ist krank. Jemand muss ihn ersetzen.
B1	erst-	Ich war zum ersten Mal allein im Urlaub. Ich wohne im ersten Stock. An erster Stelle kommt die Schule. etwas Erstellen Sie bitte eine Liste mit allen Informationen, die Sie brauchen.
B1	erwachsen	Die Kinder sind schon fast erwachsen. Wir haben zwei erwachsene Töchter.
B1	erwarten	Ich erwarte einen Anruf aus Berlin. ewig Frau Müller erwartet ein Kind. Wir hatten nichts anderes erwartet. Ich kann es gar nicht erwarten, euch der Experte, -n wieder zu sehen.
B1	erziehen	Kinder zu erziehen ist nicht leicht. extrem
B1	eröffnen	1. Mein Nachbar hat letzten Monat ein Geschäft eröffnet. 2. Ich möchte ein Konto eröffnen.
B1	Es ist Zeit für eine	kleine Jause.
B1	etwa	Von hier sind es etwa zwanzig die Fähre, -n Kilometer.
B1	Fahrrad CH Velo	zur Arbeit. Am Sonntag fahren wir oft Rad.
B1	fair	Ich finde, unsere Mannschaft hat sehr fair gespielt.
B1	falls	Falls es regnet, machen wir kein Picknick.
B1	fangen	Das Kind hat den Ball gefangen. Unsere Katze hat eine Maus gefangen.
B1	farbig	Ich brauche kein weißes, sondern farbiges Papier.
B1	Fasching D Karneval	Fasnachtsumzug.
B1	fassen	1. Sie haben den Dieb gefasst. 2. Ich habe den Entschluss gefasst, nach Wien zu ziehen.
B1	faulenzen	Am Wochenende können wir faulenzen.
B1	fentlicht	
B1	festhalten	Halt dich gut fest. Halt die Flasche gut fest.
B1	festlegen	Ich weiß noch nicht, ob ich das mache. Ich möchte mich noch nicht festlegen. Habt ihr den Hochzeitstermin schon festgelegt?
B1	festnehmen nimmt fest	Die Polizei hat einen Mann festgenommen.
B1	festsetzen	Die Schule hat den Termin für die Prüfung festgesetzt.
B1	feststehen	Der Termin steht seit Langem fest.
B1	feststellen	Er hat festgestellt, dass der Absender des Briefes falsch war. Der Arzt hat mich untersucht, konnte aber nichts feststellen.
B1	feucht	Die Wäsche ist noch feucht. Es ist heute feucht draußen.
B1	finanziell	Finanziell geht es meinem Neffen jetzt besser.
B1	finanzieren	Ich weiß nicht, wie ich das Auto finanzieren soll.
B1	flach	Für die Arbeit brauche ich flache Schuhe. An dieser Stelle ist der See sehr flach.
B1	flexibel	Meine Arbeitszeit ist flexibel.
B1	fliehen	Der Einbrecher ist sofort geflohen.
B1	fließen	Dieser Fluss fließt in die Nordsee.
B1	fließend	Mein Kollege spricht fließend Deutsch. 2. Zimmer mit fließendem Wasser.
B1	folgen	1. Es folgen die Nachrichten. 2. Folgen Sie der Reiseleiterin.
B1	folgend	Mehr Informationen auf den folgenden Seiten. 2. Das Geschäft hat folgende Angebote: ...
B1	fordern	Die Arbeitnehmer fordern mehr Geld.
B1	fortsetzen	Wir setzen die Behandlung am nächsten Donnerstag um 11 Uhr fort.
B1	frech	Du darfst in der Schule nicht so frech sein.
B1	fröhlich	Die Musik klingt fröhlich. 2. Sie ist ein fröhlicher Mensch.
B1	Früchte CH	Früchte kaufe ich am liebsten auf dem
B1	fuhr ab	
B1	fällig	Die Rechnung ist Énde des Monats fällig.
B1	fördern	Die Stadt fördert viele Sportprojekte.
B1	Für Gruppen gibt	es eine Ermäßigung.
B1	Für meinen Computer	habe ich mir ein gekauft.
B1	füttern	Es ist im Zoo nicht erlaubt, die Tiere zu füttern.
B1	Gang D Flur	
B1	gar	Die Kartoffeln sind noch nicht gar. Du räumst nie dein Zimmer auf. – Das ist gar nicht wahr.
B1	garantieren	Ich kann Ihnen nicht garantieren, dass das Gerät nächste Woche fertig ist.
B1	Geben Sie den Inhalt	der Packung in Wasser.
B1	geboren werden	Wann und wo sind Sie geboren?
B1	gebrauchen	Wir können diese Möbel gut gebrauchen. Ich habe den Wagen gebraucht gekauft. Ich suche eine gebrauchte Waschmaschine.
B1	geehrt	Sehr geehrte Damen und Herren, ...
B1	geeignet	Dieses Spiel ist nicht für Kinder unter drei Jahren geeignet.
B1	geheim	Das ist geheim. Du darfst es niemandem sagen.
B1	gehen/sein	Pension.
B1	gehen/sein D in Rente	sioniert.
B1	Geldautomat	IchholenochGeldvomGeldautomaten.
B1	gelingen	Es ist mir gelungen, meinen Chef zu überzeugen.
B1	gelten	1. Mein Pass gilt noch ein Jahr. 2. Bitte diesen Zettel gut aufheben: Er gilt als Garantie.
B1	gemeinsam	1. Du musst die Wohnung renovieren? Ich helfe dir. Wir können das gemeinsam machen. 2. Wir benutzen die Garage gemeinsam mit dem Nachbarn.
B1	gemütlich	1. Wir haben eine sehr gemütliche Wohnung. 2. Es ist sehr gemütlich bei dir.
B1	genauso	Katarina sieht genauso aus wie ihre Schwester.
B1	genehmigen	Mein Chef hat mir sechs Wochen Urlaub genehmigt.
B1	genießen	1. Er kann das Essen leider nicht genießen, weil es zu scharf ist. 2. Sie hat eine gute Ausbildung genossen.
B1	genügen	Wie viele Zimmer brauchen Sie? – Mir genügt eine 2-Zimmer-Wohnung.
B1	gerecht	Lass uns den Kuchen gerecht verteilen.
B1	gering	1. Unsere Mannschaft hatte nur eine geringe Chance. 2. Wenn Sie ein geringes Einkommen haben, zahlen Sie nur wenig Steuern.
B1	gern/gerne	1. Ich helfe Ihnen gern. 2. Kaffee oder Tee? – Ich möchte lieber einen Tee. 3. Am liebsten trinke ich Kaffee.
B1	gesamt-/Gesamt-	1. Ich habe meine gesamten Bücher verschenkt. 2. z. B. Gesamtgewicht, Gesamtsumme
B1	geschehen	Vielen Dank für Ihre Hilfe. – Gern geschehen.
B1	geschieden	Ich bin seit drei Jahren geschieden. || Meine Kollegin ist geschieden.
B1	gespannt	Ich bin gespannt, wer bei diesem Spiel gewinnt.
B1	Gestern hat ein	Autofahrer einen Hund
B1	getrennt leben	Ich lebe getrennt von meiner Frau.
B1	gewohnt	Ich bin gewohnt, früh ins Bett zu gehen.
B1	gewöhnen	Wir haben uns an das Leben hier gewöhnt. Ich bin daran gewöhnt, früh aufzustehen.
B1	gewöhnlich	Um die Zeit ist er gewöhnlich zu Hause.
B1	gießen	Es hat nicht geregnet. Ich muss meine Blumen gießen.
B1	giftig	Vorsicht, das ist giftig!
B1	Glace/Glacé	
B1	glatt	Fahr vorsichtig! Es ist glatt.
B1	gleichberechtigt	Mann und Frau sind gleichberechtigt.
B1	gleichfalls	Schöne Feiertage! – Danke, gleichfalls.
B1	gleichzeitig	Ich kann nicht alles gleichzeitig machen.
B1	Golf	Kannst du Golf spielen?
B1	greifen	Greifen Sie doch zu! gucken, guckt, guckte, hat geguckt
B1	grillieren	Heute wollen wir im Garten grillieren. gut
B1	Groß-	z.B. die Großeltern, die Großmutter, der Großvater H
B1	gründen	Frau Bauer hat eine eigene Firma haben, hat, hatte, gegründet. hat gehabt
B1	hageln	Bei Gewitter kann es auch hageln. die Haltestelle, -n
B1	halbtags	Ich habe ein kleines Kind und kann nicht acht Stunden am Tag arbeiten. Deshalb möchte ich halbtags arbeiten.
B1	halt	Es gibt leider keine Karten mehr. – Schade. Da kann man nichts machen. Das ist halt so.
B1	haltbar	Diese Tomaten sind mindestens hassen, hasst, hasste, 2 Wochen haltbar. hat gehasst
B1	Hans will Bauingenieur	werden.
B1	Hast du einen Führerausweis	
B1	Hast du einen Führerschein	halben Jahr den
B1	heben	1. Kannst du mir helfen? Das Paket kann ich allein nicht heben. 2. Wenn Sie für diesen Vorschlag sind, heben Sie bitte die Hand!
B1	heim	Ich will jetzt heim. || Meine Oma wohnt in einem Seniorenheim.
B1	heimlich	Gestern habe ich gehört, dass mein Sohn heimlich raucht.
B1	heizen	1. Wir heizen mit Öl. 2. Ziehen Sie sich warm an. In der Halle ist nicht geheizt.
B1	her/her-	1. Wir haben uns lange nicht gesehen. – Ja, das ist wirklich lange her. 2. Komm her zu mir!
B1	heraus-	Hast du schon rausgefunden, wann und wo man sich für den Kurs anmelden muss?
B1	herein-	Kommt doch herein!
B1	Herr Müller kommt	gleich zurück. Sie in seinem Büro
B1	herunter-	Ich habe mir Musik aus dem Internet (he)runtergeladen.
B1	herunter- fahren	Zum Schluss musst du den Computer herunterfahren.
B1	Heute geht es	mir besser, aber gestern schlechte Laune.
B1	heutig-	Die heutigen Computer können viel mehr als noch vor ein paar Jahren.
B1	Hier dürfen Lkws	nicht überholen.
B1	Hier gibt es keine	Seife.
B1	hier/hier-	1. Hier wohne ich. 2. Von hier hat man eine herrliche Aussicht. 3. Hier sind die Schlüssel für meine Woh- nung. Kannst Du meine Blumen gießen? 4. Hier ist Pamela Linke. Bitte hinterlassen Sie eine Nachricht.
B1	hierher	Ich komme oft hierher. In diesem Café gibt es guten Kuchen.
B1	hinter/hinter-	1. Hinter dem Haus haben wir einen Garten. 2. Fahren Sie Ihren Wagen bitte hinter das Haus. 3. Auf den hinteren Plätzen kann man nicht sehr viel sehen.
B1	hinterher	Vor der Prüfung habe ich so viel gelernt. Hinterher habe ich vieles wieder vergessen.
B1	hinterlassen	Möchten Sie eine Nachricht hinterlassen?
B1	hinunter runterwerfen	Kannst du mir bitte den Schlüssel runterwerfen? Ich habe meinen vergessen.
B1	hinweisen	Wir möchten Sie darauf hinweisen, dass das Rauchen am Bahnsteig nicht gestattet ist.
B1	historisch	Wir waren mit unserer Klasse im Historischen Museum.
B1	hochladen	Kannst du bitte die Datei für die Hausaufgabe hochladen?
B1	hupen	Hier ist ein Krankenhaus. Hier darfst die Industrie, -n du nicht hupen. die Infektion, -en Der Junge hat die ganze Nacht gehustet. informieren, informiert, Haben Sie ein Medikament gegen informierte, Husten? hat informiert
B1	höchstens	Ich habe wenig Zeit. Ich kann höchstens eine Viertelstunde bleiben.
B1	höflich	Unser Nachbar ist sehr höflich. Er sagt immer als Erster Guten Tag.
B1	hübsch	1. Wir haben eine hübsche Wohnung gefunden. in 2. Dietmars neue Freundin ist sehr hüb- sch.
B1	Ich arbeite in einer Autofabrik	
B1	Ich bin erkältet	kann ich heute
B1	Ich bin vor zwei	Jahren nach Deutsch- Seitdem lerne ich
B1	Ich fahre mit der	U-Bahn.
B1	Ich gehe zum Gemüsehändler	soll ich
B1	Ich habe am selben	Tag Geburtstag wie
B1	Ich habe einen sehr wertvollen	Ring
B1	Ich habe im Fernsehen	ein interes- mit zwei Schauspiel-
B1	Ich habe jeden Tag	eine Tablette es hat nichts genützt.
B1	Ich habe keinen Hunger	Ach, essen
B1	Ich habe mich	an das Leben auf dem teuer.
B1	Ich habe mir den	Termin notiert.
B1	Ich habe Sie irgendwann	schon mal
B1	Ich habe überall	gesucht, aber meine
B1	Ich hätte gern	Couverts und
B1	Ich komme eventuell	etwas später.
B1	Ich lerne gerade	Gitarre spielen. Ich zwei Stunden.
B1	Ich mache jeden	Morgen Gymnastik.
B1	Ich möchte das schöne	Wetter nutzen
B1	Ich möchte ein	Bild aufhängen. Hast du für mich?
B1	Ich suche eine	günstige Ferien-
B1	Ich verstehe ein bisschen	was von bin kein Experte.
B1	Ich war neulich bei	der Bank und habe getroffen.
B1	Ich warte schon ewig	auf mein neues
B1	ichholz A Zünder	Zündhölzer.
B1	ideal	inklusive Eine Wohnung mit Garten wäre für uns ideal. innen Du willst ein Picknick machen? Ich finde die Idee toll. inner-
B1	illegal	Ohne Steuerkarte zu arbeiten ist illegal. Wenn es herauskommt, musst du Strafe zahlen. innerhalb1.
B1	im Freien	Wir wollen heute im Freien übernachten.
B1	Im Hotel gab es	typisch deutsches zu spät, das ist typisch für dieses
B1	In dieser Gegend gibt	es viel Industrie.
B1	In dieser Sache gibt	es keine
B1	in Pension gehen/sein	Ich gehe Ende des Jahres in Pension. Mein Nachbar ist seit zehn Jahren in
B1	in Rente gehen/sein	Ich gehe Ende des Jahres in Rente.
B1	installieren	Können Sie mir helfen, meinen irgend- Computer zu installieren? irgendein
B1	intensiv	Ich möchte intensiv Deutsch lernen.
B1	interessant	Ich habe einen interessanten Bericht gelesen. die Jacke, -n 2. Den Artikel über Brasilien finde ich sehr interessant. die Jause, -n (A) →D: Im-
B1	interessieren	1. Das Thema Kindererziehung interessiert mich sehr. 2. Ich interessiere mich sehr für Fußball.
B1	interessiert	Mein Nachbar zieht nächsten Monat aus. Sind Sie noch an der Wohnung in- teressiert?
B1	interkulturell	Wir haben in der Sprachschule ein je ... desto ... interkulturelles Fest gefeiert.
B1	Jause	
B1	Je länger ich Deutsch	lerne, desto verstehen.
B1	jederzeit	Sie können mich jederzeit anrufen.
B1	jedes Mal	Inge erzählt die Geschichte jedes Mal anders.
B1	jedoch	Sie ruft immer wieder an, jedoch ohne Erfolg.
B1	jemals	Hast du jemals von dem Problem gehört? – Nein, nie.
B1	jeweils	Der Kurs findet jeweils montags und donnerstags um 18 Uhr statt.
B1	kaputtgehen	Pass bitte mit diesem Glas auf. Es geht leicht kaputt. 2. Der Fernseher ist gestern kaputt- gegangen.
B1	kaputtmachen	Wer hat die Lampe kaputtgemacht?
B1	Karneval CH Fasnacht	Faschings(um)zug.
B1	Karotte CH Rüebli	
B1	Karotte D Möhre	
B1	kaum	Ich kann Sie kaum verstehen. Bitte sprechen Sie lauter. Es hat letzte Woche kaum geregnet. Die Fahrt hat nicht lange gedauert. Kaum 20 Minuten.
B1	kein-	Ich habe leider heute keine Zeit. Jetzt habe ich noch keinen Hunger. Ich habe keine Kinder. Was für ein Auto haben Sie? – Ich habe keins.
B1	klagen	Sie klagt über Kopfschmerzen.
B1	kleben	1. Die Briefmarke klebt nicht mehr. 2. Ich klebe Ihnen ein Pflaster darauf.
B1	klettern	Die Kinder sind auf den Baum geklettert.
B1	klicken	Wenn du die Datei öffnen willst, musst du mit der Maus zweimal klicken.
B1	klingeln	1. Ich glaube, es hat an der Tür geklingelt. 2. Das Telefon klingelt.
B1	klingen	Wollen wir einkaufen gehen und danach zusammen kochen? – Ja, das klingt gut.
B1	klopfen	1. Da klopft jemand ans Fenster. 2. Hat es nicht eben geklopft? 3. Bitte klopfen Sie an.
B1	klären	Ich hoffe, wir können dieses Problem bald klären.
B1	knapp	1. Mach schnell. Die Zeit ist knapp. 2. Unser Geld wird knapp. Wir müssen sparen. 3. Die Fahrt war kurz. Nur knapp eine Stunde. 4. Die Wohnung hat nur knapp 30 m2. 5. Der Tisch hat nur knapp 50 Euro gekostet.
B1	Knödel	oder Klöße? – Klöße, bitte. || Möchten Sie zum Fleisch Erdäpfel oder
B1	Kommst du zu der Party	- Vielleicht,
B1	komplett	1. Ich habe den Termin komplett vergessen. 2. Die Wohnung ist jetzt komplett eingerichtet.
B1	kompliziert	Er schreibt viel zu kompliziert.
B1	konsumieren	Die Europäer haben im letzten Jahr mehr Fleisch konsumiert.
B1	kopieren	1. Kann ich mir diesen Artikel kopieren? 2. Ich kopiere dir die Datei auf die Speicherkarte. 3. Ich kann dir die CD kopieren.
B1	korrekt	Ich habe die Rechnung geprüft. Alles ist korrekt.
B1	Korridor	Wir warten draußen im Korridor.
B1	korrigieren	1. Können Sie bitte meinen Brief korrigieren? 2. Der Lehrer hat meine Fehler korrigiert.
B1	kreativ	1. Die Kinder sind beim Basteln sehr kreativ. 2. Wir brauchen eine kreative Lösung für dieses Problem.
B1	Kriminal-	Ein Nachbar von uns arbeitet bei der Kriminalpolizei.
B1	kritisch	Es gab eine Diskussion über die Lebensmittelpreise. Ein Journalist hat kritische Fragen gestellt.
B1	kritisieren	Kritisiere mich nicht so oft.
B1	kräftig	Der Mann ist kräftig. Er macht viel Sport und isst viel. 2. Die Suppe musst du kräftig würzen.
B1	kämpfen	Die Frauen kämpfen für mehr Rechte.
B1	kämpfte	
B1	körperlich	Körperliche Arbeit macht mir nichts aus.
B1	künstlich	Ich mag kein künstliches Licht.
B1	kürzlich	Wir haben doch kürzlich darüber gesprochen, dass wir am Wochenende wegfahren wollen.
B1	küssen	Er nahm sie in die Arme und küsste sie. Beim Verabschieden haben wir uns alle geküsst.
B1	landen	Wir sind erst um 20 Uhr in München gelandet. Wegen starken Nebels konnte die Maschine nicht in Frankfurt landen.
B1	Lebensmittel	werden immer teurer. kaufe ich im
B1	leiden	1. Er leidet an einer schweren Krankheit. 2. Sie leidet sehr unter den Verhältnissen. die Leute (Pl.) 1. Da kann ich Ihnen leider nicht helfen. 2. Hast du schon eine Antwort auf deinen das Lexikon, -Lexika Brief? – Leider nicht. 3. Leider kann ich nicht kommen. Ich das Licht, -er muss zum Arzt.
B1	leisten	1. So ein teures Auto kann ich mir leider nicht leisten. 2. Bei einem Unfall muss jeder Erste Hilfe die Liebe1. leisten.
B1	leiten	Wer leitet den Kurs? Lieblings-
B1	Lift	Im Büro ist leider der Lift kaputt.
B1	link-	1. Er hat sich das linke Bein gebrochen. 2. Das Haus ist auf der linken Seite.
B1	loben	Ich habe alle Hausaufgaben gemacht. Der Lehrer hat mich heute gelobt.
B1	locker	Lassen Sie bitte die Arme ganz locker und atmen Sie tief ein.
B1	los/los-	1. Los! Beeilt euch! 2. Gibt es ein Problem? Was ist denn los? 3. Achtung – fertig – los!
B1	losfahren	Wir fahren um 8 Uhr los. Sei bitte pünktlich.
B1	lächeln	Schauen Sie in die Kamera. Bitte lächeln!
B1	längst	Wann reparierst du die Heizung. – Die habe ich schon längst repariert.
B1	löschen	1. Du kannst die Datei löschen. Ich brauche sie nicht mehr. 2. Das Feuer wurde schnell gelöscht.
B1	lösen	1. Wir müssen dieses Problem lösen. 2. Sie können die Fahrkarten auch am Automaten lösen.
B1	mager	Bitte 1 kg mageres Fleisch.
B1	mal	(siehe einmal) || 1. Das machen wir nächstes Mal. 2. Das erste Mal war ich vor fünf Jahren in England. 3. Bis zum nächsten Mal.
B1	markieren	Hier ist unser Hotel. Ich markiere Ihnen auf dem Plan den Weg zum Bahnhof.
B1	mate	Markt.
B1	Matura	gemacht. || Meine Tocher hat gerade die Matura
B1	maximal	1. Wie lange braucht ein Brief? – Maximal zwei Tage. 2. Wie schwer darf der Brief sein? – Maximal 20 g.
B1	mehr siehe auch viel	1. Ich habe diesmal mehr gelernt als bei der letzten Prüfung. 2. Mehr kann ich nicht essen!
B1	mehrere	Ich habe mehrere Leute gefragt. Aber niemand konnte mir helfen. 2. Viele Wörter haben mehrere Bedeutungen.
B1	Mein Cousin will	eine dreijährige Lehre
B1	Mein Pass ist	nur noch zwei Monate
B1	Mein Wagen ist zurzeit in	der Werk-
B1	Meine Cousine wohnt	jetzt in Brasilien.
B1	Meine Schwester ist	Computerfachfrau.
B1	meinetwegen	Meinetwegen kannst du heute das Auto haben.
B1	meist ens	1. Meistens trinke ich zum Frühstück nur einen Kaffee. 2. Seid ihr am Wochenende zu Hause? – Ja, meistens.
B1	melden	1. Ich habe schon zweimal angerufen. Aber es meldet sich niemand. 2. Den Unfall müssen Sie der Versicherung melden. 3. Warum hast du dich so lange nicht gemeldet? Warst du krank?
B1	menschlich	Fehler zu machen ist menschlich.
B1	merkwürdig	Das ist eine merkwürdige Geschichte.
B1	messen	Haben Sie schon Fieber gemessen? Ich habe das Zimmer ausgemessen. Es sind genau 20 m2.
B1	minimal	Da ist nur ein minimaler Unterschied.
B1	mischen	Ich möchte ein gemischtes Eis mit Sahne. Wie möchten Sie das Geld? – Bitte gemischt, große und kleine Scheine.
B1	miss-	Die Konferenz war ein Misserfolg. Das Misstrauen zwischen den beiden Parteien ist weiterhin groß. Sie haben mich missverstanden.
B1	miteinander	Sprechen Sie bitte miteinander.
B1	mitteilen	Den Prüfungstermin teilen wir Ihnen noch mit.
B1	mitten	1. Wir haben eine Wohnung mitten in der Stadt. 2. Das Flugzeug hatte Verspätung. Wir sind erst mitten in der Nacht angekommen.
B1	mittler-	In den mittleren Reihen sind noch Plätze frei.
B1	mittlerweile	Am Anfang war die Arbeit schwer. Mit- tlerweile habe ich mich daran gewöhnt.
B1	mobil/mobil-	Mit dem Fahrrad bin ich in der Stadt sehr mobil.
B1	Morgen sind bei	uns die Handwerker. eine neue Badewanne.
B1	musikalisch	Sie ist sehr musikalisch: Sie spielt Klavier, Flöte und Geige. 2. Das musikalische Angebot gefällt mir.
B1	Muss ich nochmal	wiederkommen? – notwendig.
B1	mutig	Es war sehr mutig von dir, deine Meinung laut zu sagen.
B1	möbliert	Ich suche ein möbliertes Zimmer.
B1	Möchten Sie Nudeln	oder Reis? –
B1	Möhre CH Rüebli	
B1	mündlich	Die mündliche Prüfung ist erst nächste Woche.
B1	nachdem	Nachdem wir gegessen hatten, sind wir spazieren gegangen.
B1	nachdenken	Ich weiß nicht, was ich machen soll. Ich muss nachdenken.
B1	nachher	Ich rufe nachher nochmal an.
B1	nachschlagen	Ich kenne das Wort nicht. Das musst du im Wörterbuch nachschlagen.
B1	Nachspeise	leckeres Dessert. || Nach dem Essen gab es noch eine leckere Nachspeise
B1	nah e	Wie weit ist es zum Bahnhof? – Das ist ganz nah, nur zwei Minuten von hier.
B1	national/national-	Das ist ein nationaler Wettbewerb. Die Nationalmannschaft ist ziemlich stark.
B1	negativ	Du solltest nicht alles negativ sehen. die Nichte, -n
B1	Nicht nur junge Leute	tragen Jeans.
B1	niedrig	1. Die Räume hier sind mir zu niedrig. 2. Für die Jahreszeit sind die Temperaturen zu niedrig. die Notiz, -en 3. Die Firma zahlt sehr niedrige Löhne.
B1	nirgendwo	Die Schlüssel kann ich nirgendwo die Nummer, -n finden.
B1	noch mal	1. Vielen Dank nochmal. 2. Bitte sagen Sie das nochmal. nutzen, nutzt, nutzte, Nochmals vielen Dank! hat genutzt
B1	normalerweise	Wann haben Sie normalerweise Pause? nützlich
B1	Not-	Die Notaufnahme ist gleich hier links.
B1	Nächster Halt	ist am Südbahnhof.
B1	nähen	1. Meine Mutter näht ihre Kleider selbst. 2. Wir müssen die Wunde nähen.
B1	nämlich	Ich muss leider gehen. Ich habe näm- lich noch einen Termin beim Zahnarzt. der Nerv, -en
B1	ob	Ich weiß noch nicht, ob ich kommen kann.
B1	ober-	Die Wohnung im oberen Stockwerk ist vermietet.
B1	obwohl	Obwohl meine Kollegin krank ist, geht sie arbeiten.
B1	offenbar	Das Restaurant ist heute offenbar geschlossen.
B1	offiziell	Sie bekommen von uns eine offizielle Einladung.
B1	oft/öfter	1. Ich treffe mich oft mit meiner Freundin. 2. In letzter Zeit muss ich öfter Überstunden machen.
B1	operieren	Wir müssen das Knie sofort operieren.
B1	optimistisch	Glaubst du, dass du den Job bekommst. – Ja, ich bin ganz optimistisch.
B1	ordentlich	1. Mein Bruder ist ein sehr ordentlicher Mensch. 2. Auf seinem Schreibtisch sieht es immer sehr ordentlich aus.
B1	ordnen	Letztes Wochenende habe ich meine Papiere geordnet.
B1	parallel	Die Goethestraße ist parallel zur Hauptstraße.
B1	parkieren	1. Hier dürfen Sie nicht parkieren. 2. Hier ist das Parkieren verboten.
B1	passiv	Man sollte im Kurs nicht passiv sein, sondern mitdiskutieren.
B1	pauschal	Sie haben die Reise pauschal gebucht.
B1	peinlich	1. Das muss dir nicht peinlich sein. 2. Das war eine peinliche Situation.
B1	pensioniert werden/sein	Ich werde Ende des Jahres pensioniert. Mein Nachbar ist seit zehn Jahren pen-
B1	per	Wie kann ich mich für den Kurs anmelden? – Per Fax oder E-Mail.
B1	perfekt	Die Reiseorganisation war perfekt.
B1	Personenstand	ankreuzen. || Bei „Personenstand“ musst du „ledig“
B1	persönlich	Hier gibt es zu viele Autos. Das ist meine persönliche Meinung. 2. Ich muss Herrn Meier persönlich sprechen.
B1	pflanzen	Lass uns einen Baum pflanzen!
B1	pflegen	Meine Mutter ist sehr krank. Ich muss sie pflegen.
B1	politisch	Ich diskutiere mit meinem Mann oft über politische Probleme. Die politischen Meinungen zum Thema Umwelt sind sehr verschieden.
B1	populär	Diese Musik ist bei Jugendlichen populär.
B1	positiv	Wir haben eine positive Nachricht für Sie. Sie bekommen die Stelle. Man muss positiv denken.
B1	Poulet	die Hand, ̈-e 1. Treffen wir uns um halb neun? 2. Bei dieser Firma habe ich ein halbes Jahr gearbeitet. 3. Ich gebe Ihnen die Tomaten zum halben Preis. der Handwerker, - 4. Die Flasche ist ja noch halb voll. die Handwerkerin, -nen || Zum Mittagessen gibt es Poulet mit
B1	prima	Mit diesen Leuten verstehe ich mich prima.
B1	produzieren	Unsere Firma produziert Feuerzeuge.
B1	Prost	Wir trinken auf Ihre Gesundheit! Prost!
B1	protestieren	Wir protestieren gegen den Bau der Autobahn.
B1	präsentieren	Präsentieren Sie Ihre Ergebnisse bitte im Kurs.
B1	Pöstler	War die Pöstlerin schon da?
B1	quer	Ich muss zu meiner Arbeit quer durch die ganze Stadt fahren.
B1	Rad CH Velo	Fahrrad zur Arbeit.
B1	radeiser	Markt.
B1	Ratschlag	Meine Tochter nimmt meine Ratschläge nicht an.
B1	rauf/rauf-	Hier ist die Treppe, also los, schnell rauf! Möchtest du nicht raufkommen?
B1	raus/raus-	Willst du rein oder raus? Er ist gerade rausgelaufen.
B1	reagieren	Ich habe dem Vermieter geschrieben, aber er hat noch nicht reagiert.
B1	realisieren	Diese Pläne sind nicht zu realisieren. Ich habe nicht realisiert, dass die Zeit schon um ist.
B1	realistisch	Ich glaube nicht, dass du für das Auto noch so viel Geld bekommst. Das ist nicht realistisch.
B1	recht-	Ich habe mir den rechten Arm gebrochen.
B1	rechtlich	Wir beraten Sie in rechtlichen Fragen.
B1	rechtzeitig	Bitte weck mich rechtzeitig. Ich muss pünktlich sein.
B1	reduzieren	Wir haben jetzt unsere Preise reduziert. Ist dieser Pullover auch reduziert?
B1	regelmäßig	Sie müssen die Tabletten regelmäßig nehmen.
B1	regeln	Die Ampel ist kaputt. Ein Polizist regelt den Verkehr.
B1	regional	Du kannst mit einer Regionalbahn fahren. Das ist billiger.
B1	reichen	Ich nehme nur eine Suppe. Das reicht mir. Wie lange reicht das Papier noch? Ich glaube, wir müssen neues bestellen.
B1	reif	Die Banane kannst du nicht essen. Sie ist noch nicht reif.
B1	rein	1. Der Pullover ist aus reiner Wolle. 2. Es war reiner Zufall, dass ich die Uhr wiedergefunden habe. 3. Das Wasser ist so rein, dass man es trinken kann.
B1	reinigen	Ich möchte diesen Anzug reinigen lassen.
B1	relativ	Die Wohnung ist relativ groß, aber sehr teuer.
B1	rennen	Ich bin sehr schnell gerannt, aber der Bus war schon weg.
B1	retten	Der Arzt konnte das Kind noch retten.
B1	riesig	Die Stadt ist riesig. Ich habe mich über das Geschenk riesig gefreut.
B1	roh	Du kannst das nicht essen. Das Fleisch ist noch roh.
B1	rückwärts	Ich bin rückwärts aus der Garage gefahren.
B1	salzig	Dieses Essen ist zu salzig für mich.
B1	satt	Möchten Sie noch etwas? – Nein danke, ich bin satt.
B1	schaden	Ein kleines Glas Wein kann nicht schaden. || Ich hatte einen Unfall mit dem Auto. Jetzt muss ich den Schaden der Versicherung melden.
B1	schalten	Schalten Sie bitte das Licht aus, wenn Sie gehen. Kannst du bitte den Fernseher ein- schalten. Jetzt kommen gleich die Nachrichten. Du musst jetzt in den ersten Gang schalten.
B1	schauen	Schau mal! Da vorne ist noch ein Platz frei.
